ESITO;VIA.INPUT;COMUNE.INPUT;PV.INPUT;CAP.INPUT;ID.INPUT;X.PV.;X.COMUNE...................................;X.DUG.......................;X.TOPONIMO...........................................;X.CIVICO..........;X.RI.;X.PI..;X.CI..;X.CAP...;X.EST.GB..;X.NORD.GB.;X.LATITUDINE;X.LONGITUDINE;X.DISTC.;X.SEZ2001.;X.XCTD01..;X.YCTD01..;X.FONTE.;X.CHIAVE.....;X.CODICE.TOPONIMO..;X.DESCRIZIONE.ESITO...................................
0;'LUNGOLAGO DEI PESCATORI                                               ';'Orbetello                               ';'GR';'58015 ';'9062402   ';'GR';'ORBETELLO                               ';'LUNGOLAGO                ';'DEI PESCATORI                                     ';'0              ';9;53;18;58015;1682557;4701377;'42.443130  ';'11.219388  ';'2    ';0;0;0;'RT   ';'9062402   ';'RT05301804044TO ';'INDIRIZZO RICONOSCIUTO SUL CIVICO                  '
0;'VIA DANTE ALIGHIERI                                                   ';'Castel del Piano                        ';'GR';'58033 ';'9062501   ';'GR';'CASTEL DEL PIANO                        ';'VIALE                    ';'DANTE ALIGHIERI                                   ';'0              ';9;53;4;58033;1707058;4751857;'42.891122  ';'11.535418  ';'2    ';0;0;0;'RT   ';'9062501   ';'RT05300401467TO ';'INDIRIZZO RICONOSCIUTO SUL CIVICO                  '
0;'VIA N.CIACCI, 30                                                      ';'Pitigliano                              ';'GR';'58017 ';'9062403   ';'GR';'PITIGLIANO                              ';'VIA                      ';'NICOLA CIACCI                                     ';'30             ';9;53;19;58017;1719207;4723841;'42.635723  ';'11.673190  ';'-6   ';0;0;0;'RT   ';'9062403   ';'RT05301903781TO ';'INDIRIZZO RICONOSCIUTO SUL CIVICO                  '
0;'VIA RISORGIMENTO,43 - MASSA MARITTIMA                                 ';'Massa Marittima                         ';'GR';'58024 ';'9062301   ';'GR';'MASSA MARITTIMA                         ';'VIALE                    ';'RISORGIMENTO                                      ';'43             ';9;53;15;58024;1653865;4767343;'43.043073  ';'10.888662  ';'2    ';0;0;0;'RT   ';'9062301   ';'RT05301504210TO ';'INDIRIZZO RICONOSCIUTO SUL CIVICO                  '
0;'VIA SENESE, 169 - GROSSETO                                            ';'Grosseto                                ';'GR';'58100 ';'9062601   ';'GR';'GROSSETO                                ';'VIA                      ';'SENESE GROSSETO CENTRO                            ';'169            ';9;53;11;58100;1673690;4738122;'42.775839  ';'11.122846  ';'0    ';0;0;0;'RT   ';'9062601   ';'RT05301101337TO ';'INDIRIZZO RICONOSCIUTO SUL CIVICO                  '
0;'PIAZZA OSPEDALE 5                                                     ';'Prato                                   ';'PO';'59100 ';'9060801   ';'PO';'PRATO                                   ';'PIAZZA                   ';'DELL'' OSPEDALE                                    ';'5              ';9;100;5;59100;1668014;4860643;'43.879601  ';'11.090998  ';'0    ';0;0;0;'RT   ';'9060801   ';'RT10000500054TO ';'INDIRIZZO RICONOSCIUTO SUL CIVICO                  '
0;'VIA DI CANTAGALLO 56                                                  ';'Prato                                   ';'PO';'59100 ';'9021001   ';'PO';'PRATO                                   ';'VIA                      ';'DI CANTAGALLO                                     ';'56             ';9;100;5;59100;1668288;4863743;'43.907429  ';'11.095383  ';'0    ';0;0;0;'RT   ';'9021001   ';'RT10000500534TO ';'INDIRIZZO RICONOSCIUTO SUL CIVICO                  '
0;'VIA Porta parma,49                                                    ';'Pontremoli                              ';'MS';'54027 ';'9060102   ';'MS';'PONTREMOLI                              ';'VIA                      ';'DI PORTA PARMA                                    ';'49             ';9;45;14;54027;1570643;4915089;'44.385467  ';'9.8865375  ';'     ';'       ';'       ';'       ';'RT   ';'9060102   ';'RT04501402838TO ';'INDIRIZZO RICONOSCIUTO SUL CIVICO                  '
0;'VIA DELL''OSPEDALE,1                                                   ';'Castelnuovo di Garfagnana               ';'LU';'55032 ';'9060301   ';'LU';'CASTELNUOVO DI GARFAGNANA               ';'VIA                      ';'DELL''OSPEDALE                                     ';'1              ';9;46;9;55032;1613197;4885231;'44.111356  ';'10.414175  ';'0    ';0;0;0;'RT   ';'9060301   ';'RT04600902901TO ';'INDIRIZZO RICONOSCIUTO SUL CIVICO                  '
0;'VIA PIETRO GROCCO, 100                                                ';'SOVIGLIANA                              ';'FI';'50059 ';'9023501   ';'FI';'VINCI                                   ';'VIA                      ';'PIETRO GROCCO                                     ';'100            ';9;48;50;50059;1656092;4843928;'43.731817  ';'10.937824  ';'-22  ';0;0;0;'RT   ';'9023501   ';'RT04805006876TO ';'INDIRIZZO RICONOSCIUTO SUL CIVICO                  '
0;'VIALE DEL TIRRENO, 331                                                ';'PISA                                    ';'PI';'56018 ';'9090601   ';'PI';'PISA                                    ';'VIALE                    ';'DEL TIRRENO                                       ';'331            ';9;50;26;56100;1604289;4829208;'43.608403  ';'10.291959  ';'0    ';0;0;0;'RT   ';'9090601   ';'RT05002605668TO ';'INDIRIZZO RICONOSCIUTO SUL CIVICO                  '
0;'VIALE DELLA RESISTENZA, 60                                            ';'	Borgo San Lorenzo	                     ';'FI	';'50032	';'09062701  ';'FI';'BORGO SAN LORENZO                       ';'VIALE                    ';'RESISTENZA                                        ';'60             ';9;48;4;50032;1690407;4869854;'43.95704492';'11.37280759';'-8   ';14;1690521;4869818;'VL   ';'09062701  ';'0019660194462   ';'INDIRIZZO RICONOSCIUTO SUL CIVICO                  '
